Date,HIGQ,LOWQ,HIGN,LOWN
2013-10-23,165,24,144,5
2013-10-24,228,15,212,6
2013-10-25,231,16,234,6
2013-10-28,170,13,176,6
2013-10-29,210,15,223,3
2013-10-30,166,18,213,11
2013-10-31,107,38,132,18
2013-11-01,95,41,95,19
2013-11-04,111,26,143,10
2013-11-05,117,32,130,18
2013-11-06,136,34,161,16
2013-11-07,79,50,115,25
2013-11-08,136,31,107,30
2013-11-11,115,21,129,20
2013-11-12,114,33,100,17
2013-11-13,140,29,160,16
2013-11-14,174,29,229,14
2013-11-15,156,23,215,10
2013-11-18,193,18,265,14
2013-11-19,94,27,80,28
2013-11-20,92,16,73,26
2013-11-21,182,18,146,25
2013-11-22,230,13,213,28
2013-11-25,262,21,237,30
2013-11-26,240,21,181,40
2013-11-27,301,14,182,20
2013-11-29,314,6,206,7
2013-12-02,172,14,153,34
2013-12-03,99,18,56,43
2013-12-04,86,17,54,37
2013-12-05,82,19,53,24
2013-12-06,161,20,139,23
2013-12-09,149,25,147,22
2013-12-10,87,21,98,18
2013-12-11,58,32,46,32
2013-12-12,51,34,24,66
2013-12-13,58,17,47,41
2013-12-16,115,17,107,32
2013-12-17,87,19,75,33
2013-12-18,132,14,176,32
2013-12-19,138,11,162,33
2013-12-20,255,9,263,14
2013-12-23,318,5,311,9
2013-12-24,289,3,278,4
2013-12-26,284,6,341,3
2013-12-27,187,2,241,6
2013-12-30,149,4,177,5
2013-12-31,196,6,252,2
2014-01-02,95,5,78,8
2014-01-03,113,3,86,8
2014-01-06,135,8,129,9
2014-01-07,163,6,125,8
2014-01-08,178,8,149,11
2014-01-09,191,13,194,19
2014-01-10,169,10,197,10
2014-01-13,170,12,147,18
2014-01-14,148,10,110,10
2014-01-15,225,6,233,11
2014-01-16,185,9,187,15
2014-01-17,152,13,163,16
2014-01-21,215,10,219,20
2014-01-22,219,11,178,22
2014-01-23,112,12,87,32
2014-01-24,46,22,25,49
2014-01-27,45,26,19,51
2014-01-28,37,17,23,30
2014-01-29,44,18,21,61
2014-01-30,79,13,61,32
2014-01-31,78,24,43,53
2014-02-03,50,51,29,93
2014-02-04,33,36,18,51
2014-02-05,27,57,19,68
2014-02-06,40,23,37,24
2014-02-07,52,24,69,12
2014-02-10,64,9,56,13
2014-02-11,95,9,87,16
2014-02-12,112,11,111,12
2014-02-13,119,9,136,17
2014-02-14,112,5,136,10
2014-02-18,164,8,200,15
2014-02-19,125,7,148,15
2014-02-20,119,14,130,21
2014-02-21,180,11,169,10
2014-02-24,185,6,227,10
2014-02-25,126,14,126,14
2014-02-26,157,12,158,12
2014-02-27,128,4,120,13
2014-02-28,168,12,202,15
2014-03-03,60,13,80,9
2014-03-04,239,6,270,5
2014-03-05,170,6,186,7
2014-03-06,182,8,226,5
2014-03-07,146,6,184,8
2014-03-10,112,3,91,19
2014-03-11,130,9,103,19
2014-03-12,52,11,49,31
2014-03-13,76,20,68,29
2014-03-14,71,12,45,27
2014-03-17,118,10,106,14
2014-03-18,121,10,127,9
2014-03-19,133,10,111,19
2014-03-20,122,16,85,25
2014-03-21,156,17,181,17
2014-03-24,53,19,62,20
2014-03-25,45,17,74,11
2014-03-26,52,22,75,18
2014-03-27,19,42,40,21
2014-03-28,29,31,67,8
2014-03-31,62,21,121,7
2014-04-01,106,18,156,5
2014-04-02,106,12,172,1
2014-04-03,88,16,149,6
2014-04-04,59,36,158,12
2014-04-07,17,57,24,18
2014-04-08,21,29,27,11
2014-04-09,33,19,66,8
2014-04-10,20,38,49,22
2014-04-11,12,71,11,43
2014-04-14,27,66,50,35
2014-04-15,23,93,50,38
2014-04-16,34,22,85,6
2014-04-17,48,24,110,11
2014-04-21,62,29,91,12
2014-04-22,68,7,116,2
2014-04-23,46,13,118,5
2014-04-24,59,22,108,13
2014-04-25,23,41,50,25
2014-04-28,27,78,75,43
2014-04-29,29,41,93,23
2014-04-30,44,52,82,32
2014-05-01,50,46,102,32
2014-05-02,42,42,98,13
2014-05-05,30,51,58,24
2014-05-06,36,69,71,33
2014-05-07,33,130,111,65
2014-05-08,43,92,125,39
2014-05-09,14,104,50,55
2014-05-12,53,31,127,14
2014-05-13,44,21,111,16
2014-05-14,22,53,45,21
2014-05-15,8,86,24,48
2014-05-16,10,53,45,29
2014-05-19,28,29,54,13
2014-05-20,25,51,36,34
2014-05-21,23,44,60,33
2014-05-22,43,28,77,11
2014-05-23,41,24,85,7
2014-05-27,78,16,152,14
2014-05-28,56,11,95,24
2014-05-29,53,12,117,17
2014-05-30,55,18,125,22
2014-06-02,52,19,159,22
2014-06-03,51,54,121,24
2014-06-04,54,42,135,15
2014-06-05,83,31,222,15
2014-06-06,112,15,276,5
2014-06-09,154,11,245,2
2014-06-10,84,10,102,4
2014-06-11,70,10,79,5
2014-06-12,60,12,77,9
2014-06-13,59,20,68,9
2014-06-16,70,19,110,6
2014-06-17,84,14,114,4
2014-06-18,86,14,142,2
2014-06-19,89,16,211,7
2014-06-20,106,25,234,14
2014-06-23,90,18,183,13
2014-06-24,64,20,121,16
2014-06-25,46,25,84,21
2014-06-26,39,18,85,13
2014-06-27,79,21,151,9
2014-06-30,90,10,180,3
2014-07-01,170,8,284,4
2014-07-02,98,9,144,9
2014-07-03,94,5,162,3
2014-07-07,64,8,63,4
2014-07-08,25,24,39,14
2014-07-09,31,24,76,10
2014-07-10,20,46,62,27
2014-07-11,28,26,50,17
2014-07-14,48,26,96,12
2014-07-15,37,40,77,25
2014-07-16,48,38,105,19
2014-07-17,28,65,73,29
2014-07-18,33,46,92,17
2014-07-21,47,38,65,23
2014-07-22,63,27,134,15
2014-07-23,58,29,127,19
2014-07-24,53,27,159,13
2014-07-25,43,46,57,32
2014-07-28,36,62,53,46
2014-07-29,53,51,63,36
2014-07-30,52,50,63,43
2014-07-31,23,87,22,75
2014-08-01,18,100,13,80
2014-08-04,23,72,21,48
2014-08-05,29,59,20,47
2014-08-06,18,56,23,39
2014-08-07,17,62,31,43
2014-08-08,29,55,30,46
2014-08-11,53,25,63,14
2014-08-12,37,37,37,23
2014-08-13,48,38,65,21
2014-08-14,36,32,66,19
2014-08-15,52,44,83,28
2014-08-18,68,23,115,16
2014-08-19,78,16,150,12
2014-08-20,52,24,113,16
2014-08-21,49,33,134,16
2014-08-22,68,29,82,10
2014-08-25,87,19,122,14
2014-08-26,81,24,137,5
2014-08-27,70,9,118,4
2014-08-28,35,30,79,7
2014-08-29,66,23,126,10
2014-09-02,106,20,185,9
2014-09-03,93,26,163,11
2014-09-04,74,32,129,23
2014-09-05,49,42,81,22
2014-09-08,70,26,103,18
2014-09-09,52,49,55,32
2014-09-10,53,48,43,41
2014-09-11,69,40,41,33
2014-09-12,61,30,38,45
2014-09-15,34,69,24,59
2014-09-16,30,70,43,54
2014-09-17,60,41,70,45
2014-09-18,82,47,91,59
2014-09-19,78,84,111,69
2014-09-22,28,111,22,114
2014-09-23,21,103,10,103
2014-09-24,24,100,19,110
2014-09-25,18,119,7,143
2014-09-26,32,78,16,105
2014-09-29,38,115,16,111
2014-09-30,41,119,23,146
2014-10-01,15,195,9,210
2014-10-02,24,140,6,202
2014-10-03,31,36,24,62
2014-10-06,29,83,24,70
2014-10-07,14,139,12,168
2014-10-08,23,200,17,257
2014-10-09,24,146,24,206
2014-10-10,19,250,10,351
2014-10-13,21,223,7,306
2014-10-14,24,125,27,242
2014-10-15,16,212,7,383
2014-10-16,21,85,9,104
2014-10-17,29,25,13,13
2014-10-20,19,23,21,21
2014-10-21,40,19,55,15
2014-10-22,54,28,80,20
2014-10-23,53,34,90,29
2014-10-24,42,38,66,21
2014-10-27,40,49,87,48
2014-10-28,124,26,155,25
2014-10-29,108,26,165,28
2014-10-30,117,37,180,51
2014-10-31,213,23,290,46
2014-11-03,125,29,211,25
2014-11-04,91,32,167,70
2014-11-05,120,34,196,57
2014-11-06,108,42,134,51
2014-11-07,106,39,112,30
2014-11-10,130,31,157,21
2014-11-11,108,39,153,29
2014-11-12,121,39,97,35
2014-11-13,139,38,139,56
2014-11-14,72,32,67,41
2014-11-17,76,37,72,29
2014-11-18,92,39,125,27
2014-11-19,55,49,58,44
2014-11-20,61,41,75,28
2014-11-21,107,27,172,11
2014-11-24,102,29,120,14
2014-11-25,118,30,146,19
2014-11-26,103,28,120,30
2014-11-28,165,51,256,144
2014-12-01,51,105,95,199
2014-12-02,66,65,87,101
2014-12-03,113,43,149,57
2014-12-04,115,61,137,98
2014-12-05,145,68,174,115
2014-12-08,135,110,203,232
2014-12-09,90,122,108,174
2014-12-10,88,78,97,184
2014-12-11,87,62,102,155
2014-12-12,52,120,45,263
2014-12-15,42,132,20,250
2014-12-16,31,145,15,266
2014-12-17,54,60,49,68
2014-12-18,130,26,171,15
2014-12-19,130,36,200,15
2014-12-22,137,19,170,15
2014-12-23,169,29,266,17
2014-12-24,94,14,200,18
2014-12-26,132,14,210,12
2014-12-29,142,22,233,19
2014-12-30,113,15,123,28
2014-12-31,119,22,128,21
2015-01-02,64,10,29,15
2015-01-05,48,28,41,61
2015-01-06,34,51,64,96
2015-01-07,54,43,96,71
2015-01-08,90,24,169,24
2015-01-09,70,37,117,59
2015-01-12,73,74,107,129
2015-01-13,113,87,174,108
2015-01-14,38,113,77,190
2015-01-15,36,117,109,112
2015-01-16,36,89,133,88
2015-01-20,62,86,170,90
2015-01-21,41,77,79,49
2015-01-22,59,53,201,23
2015-01-23,84,32,226,33
2015-01-26,84,39,163,35
2015-01-27,61,45,149,34
2015-01-28,73,67,174,90
2015-01-29,33,85,67,128
2015-01-30,37,71,35,98
2015-02-02,24,76,23,55
2015-02-03,61,27,85,10
2015-02-04,72,21,100,14
2015-02-05,88,27,120,11
2015-02-06,104,21,121,10
2015-02-09,44,17,42,16
2015-02-10,55,30,68,23
2015-02-11,77,39,90,22
2015-02-12,114,13,144,10
2015-02-13,111,20,159,5
2015-02-17,106,13,140,8
2015-02-18,78,19,130,6
2015-02-19,106,17,137,10
2015-02-20,101,20,147,8
2015-02-23,109,29,146,20
2015-02-24,134,16,158,13
2015-02-25,119,11,122,12
2015-02-26,135,18,115,14
2015-02-27,96,22,85,25
2015-03-02,135,23,139,32
2015-03-03,74,29,76,22
2015-03-04,70,41,55,33
2015-03-05,87,34,73,38
2015-03-06,70,39,51,56
2015-03-09,68,52,47,71
2015-03-10,52,70,19,101
2015-03-11,57,63,36,89
2015-03-12,117,39,99,40
2015-03-13,94,38,68,95
2015-03-16,162,41,132,78
2015-03-17,106,40,94,50
2015-03-18,151,32,180,48
2015-03-19,141,23,124,29
2015-03-20,215,21,241,20
2015-03-23,148,23,203,17
2015-03-24,102,15,88,11
2015-03-25,66,30,57,12
2015-03-26,17,37,10,16
2015-03-27,32,35,36,26
2015-03-30,96,33,121,15
2015-03-31,75,33,91,25
2015-04-01,74,39,50,25
2015-04-02,100,26,95,10
2015-04-06,77,16,118,9
2015-04-07,66,21,78,3
2015-04-08,75,16,86,4
2015-04-09,80,19,88,5
2015-04-10,94,13,90,1
2015-04-13,103,18,88,3
2015-04-14,80,21,62,6
2015-04-15,107,14,95,7
2015-04-16,100,11,50,5
2015-04-17,37,31,15,9
2015-04-20,59,22,44,8
2015-04-21,90,19,72,8
2015-04-22,88,29,70,17
2015-04-23,117,24,99,10
2015-04-24,101,21,83,7
2015-04-27,102,32,79,13
2015-04-28,65,37,45,14
2015-04-29,59,44,43,24
2015-04-30,43,73,31,42
2015-05-01,29,53,40,36
2015-05-04,48,22,45,14
2015-05-05,38,58,42,42
2015-05-06,29,65,22,48
2015-05-07,41,45,27,42
2015-05-08,65,29,70,22
2015-05-11,60,30,59,17
2015-05-12,54,40,30,50
2015-05-13,67,25,52,26
2015-05-14,98,24,90,17
2015-05-15,93,23,84,10
2015-05-18,129,33,103,15
2015-05-19,120,37,116,21
2015-05-20,99,36,108,22
2015-05-21,83,30,71,20
2015-05-22,67,33,73,31
2015-05-26,40,58,28,54
2015-05-27,80,41,56,34
2015-05-28,83,36,63,33
2015-05-29,82,31,58,40
2015-06-01,101,49,69,51
2015-06-02,90,29,41,14
2015-06-03,142,14,100,28
2015-06-04,80,24,35,47
2015-06-05,115,34,63,76
2015-06-08,135,21,68,61
2015-06-09,93,28,49,65
2015-06-10,166,20,117,33
2015-06-11,121,20,108,34
2015-06-12,76,21,47,46
2015-06-15,106,44,44,85
2015-06-16,131,27,69,54
2015-06-17,148,26,94,43
2015-06-18,156,18,118,24
2015-06-19,145,29,97,24
2015-06-22,205,21,152,20
2015-06-23,177,18,140,20
2015-06-24,120,19,79,30
2015-06-25,113,33,74,71
2015-06-26,135,45,86,105
2015-06-29,50,92,20,152
2015-06-30,41,85,18,155
2015-07-01,76,80,60,143
2015-07-02,47,66,46,81
2015-07-06,38,104,35,167
2015-07-07,43,128,42,237
2015-07-08,32,114,16,156
2015-07-09,30,69,24,74
2015-07-10,70,41,47,56
2015-07-13,136,26,117,60
2015-07-14,126,17,103,31
2015-07-15,144,50,96,92
2015-07-16,178,49,130,90
2015-07-17,116,63,63,141
2015-07-20,112,101,96,203
2015-07-21,94,95,60,133
2015-07-22,97,114,62,227
2015-07-23,105,107,85,235
2015-07-24,45,167,29,303
2015-07-27,14,205,13,311
2015-07-28,37,137,28,153
2015-07-29,55,50,60,51
2015-07-30,63,62,73,60
2015-07-31,90,57,103,64
2015-08-03,80,116,64,150
2015-08-04,91,89,92,160
2015-08-05,132,89,129,210
2015-08-06,64,129,46,255
2015-08-07,21,113,27,146
2015-08-10,57,62,79,55
2015-08-11,40,89,31,100
2015-08-12,33,98,29,134
2015-08-13,47,61,57,92
2015-08-14,54,73,47,80
2015-08-17,88,53,87,92
2015-08-18,77,67,94,113
2015-08-19,33,100,34,200
2015-08-20,14,166,7,227
2015-08-21,12,215,7,405
2015-08-24,13,480,3,800
2015-08-25,7,103,3,210
2015-08-26,6,108,2,176
2015-08-27,17,27,4,14
2015-08-28,22,14,5,6
2015-08-31,23,14,5,20
2015-09-01,13,42,3,84
2015-09-02,21,35,4,67
2015-09-03,28,25,9,22
2015-09-04,11,50,4,127
2015-09-08,47,25,14,21
2015-09-09,44,42,23,40
2015-09-10,26,50,9,90
2015-09-11,32,72,9,120
2015-09-14,39,52,15,93
2015-09-15,40,49,21,54
2015-09-16,37,30,34,24
2015-09-17,60,26,44,19
2015-09-18,49,59,13,94
2015-09-21,36,53,11,73
2015-09-22,16,96,3,182
2015-09-23,27,112,9,211
2015-09-24,26,141,5,300
2015-09-25,42,133,15,124
2015-09-28,12,280,2,394
2015-09-29,16,258,3,368
2015-09-30,18,152,4,151
2015-10-01,16,160,8,127
2015-10-02,14,171,9,198
2015-10-05,45,25,40,7
2015-10-06,36,35,20,8
2015-10-07,44,27,29,6
2015-10-08,65,22,50,8
2015-10-09,67,22,57,8
2015-10-12,69,19,55,8
2015-10-13,63,32,39,10
2015-10-14,21,36,8,23
2015-10-15,46,36,29,23
2015-10-16,61,17,42,10
2015-10-19,52,25,50,16
2015-10-20,59,38,52,14
2015-10-21,66,61,47,35
2015-10-22,85,66,71,43
2015-10-23,141,40,89,46
2015-10-26,108,46,54,42
2015-10-27,58,89,33,96
2015-10-28,140,57,88,46
2015-10-29,106,49,82,32
2015-10-30,54,48,62,41
2015-11-02,79,28,64,21
2015-11-03,85,17,61,16
2015-11-04,71,25,56,19
2015-11-05,95,45,52,49
2015-11-06,147,49,59,65
2015-11-09,107,51,32,68
2015-11-10,77,68,24,62
2015-11-11,95,68,46,77
2015-11-12,32,100,13,135
2015-11-13,23,130,6,164
2015-11-16,23,109,8,107
2015-11-17,46,93,22,99
2015-11-18,61,77,38,67
2015-11-19,61,55,44,52
2015-11-20,70,45,72,77
2015-11-23,73,46,67,71
2015-11-24,62,52,42,57
2015-11-25,88,25,62,33
2015-11-27,90,22,69,33
2015-11-30,126,29,73,40
2015-12-01,116,35,75,32
2015-12-02,91,45,54,78
2015-12-03,59,58,31,116
2015-12-04,59,72,39,141
2015-12-07,59,106,38,222
2015-12-08,26,118,21,252
2015-12-09,32,93,23,114
2015-12-10,25,70,12,90
2015-12-11,18,130,4,250
2015-12-14,21,176,5,350
2015-12-15,30,89,23,114
2015-12-16,51,66,39,78
2015-12-17,47,74,37,139
2015-12-18,31,104,14,182
2015-12-21,35,68,17,140
2015-12-22,33,64,22,51
2015-12-23,39,26,36,6
2015-12-24,51,20,30,4
2015-12-28,40,32,22,13
2015-12-29,74,26,65,17
2015-12-30,52,33,36,18
2015-12-31,31,44,5,32
2016-01-04,9,84,2,130
2016-01-05,21,54,9,84
2016-01-06,24,108,10,234
2016-01-07,13,237,3,425
2016-01-08,16,248,3,456
2016-01-11,11,332,5,496
2016-01-12,11,260,2,453
2016-01-13,11,382,3,590
2016-01-14,6,373,2,548
2016-01-15,4,422,2,690
2016-01-19,7,309,5,477
2016-01-20,4,581,2,927
2016-01-21,4,71,1,60
2016-01-22,13,41,8,18
2016-01-25,9,79,9,80
2016-01-26,7,57,12,58
2016-01-27,9,78,14,46
2016-01-28,13,142,22,92
2016-01-29,29,86,38,42
2016-02-01,22,77,52,28
2016-02-02,20,109,23,106
2016-02-03,16,192,46,201
2016-02-04,10,66,19,51
2016-02-05,4,162,13,124
2016-02-08,5,390,15,342
2016-02-09,4,334,20,328
2016-02-10,6,162,18,129
2016-02-11,5,347,9,432
2016-02-12,8,101,10,86
2016-02-16,17,40,15,29
2016-02-17,16,31,22,15
2016-02-18,16,43,23,22
2016-02-19,20,36,24,34
2016-02-22,33,24,40,9
2016-02-23,21,33,24,22
2016-02-24,20,68,24,52
2016-02-25,28,33,58,25
2016-02-26,38,28,40,17
2016-02-29,34,25,20,16
2016-03-01,34,30,26,16
2016-03-02,28,14,37,10
2016-03-03,41,11,51,8
2016-03-04,35,12,60,9
2016-03-07,31,13,38,3
2016-03-08,17,13,44,8
2016-03-09,29,23,60,6
2016-03-10,24,26,53,11
2016-03-11,36,10,65,6
2016-03-14,31,8,38,5
2016-03-15,30,28,42,8
2016-03-16,33,43,79,13
2016-03-17,53,52,140,11
2016-03-18,69,21,110,7
2016-03-21,40,8,40,4
2016-03-22,34,18,35,6
2016-03-23,28,30,31,8
2016-03-24,22,42,26,13
2016-03-28,29,30,60,8
2016-03-29,60,37,130,6
2016-03-30,72,13,149,1
2016-03-31,52,11,81,5
2016-04-01,58,9,114,8
2016-04-04,61,9,101,5
2016-04-05,22,21,29,17
2016-04-06,32,12,36,11
2016-04-07,21,20,30,15
2016-04-08,28,18,44,9
2016-04-11,33,16,54,8
2016-04-12,30,13,45,9
2016-04-13,44,5,65,1
2016-04-14,49,4,56,1
2016-04-15,49,5,48,2
2016-04-18,63,13,86,2
2016-04-19,68,7,141,2
2016-04-20,56,7,78,1
2016-04-21,47,11,39,4
2016-04-22,44,12,36,5
2016-04-25,38,13,25,1
2016-04-26,49,17,54,1
2016-04-27,66,14,71,3
2016-04-28,58,13,76,9
2016-04-29,43,21,38,7
2016-05-02,49,22,61,8
2016-05-03,34,29,35,22
2016-05-04,33,50,63,23
2016-05-05,31,42,78,21
2016-05-06,28,58,77,28
2016-05-09,40,39,120,16
2016-05-10,46,43,133,13
2016-05-11,42,35,76,24
2016-05-12,29,75,77,36
2016-05-13,28,61,40,36
2016-05-16,46,39,71,14
2016-05-17,27,53,36,23
2016-05-18,24,43,22,26
2016-05-19,19,55,15,27
2016-05-20,33,21,29,14
2016-05-23,40,19,23,5
2016-05-24,77,17,65,13
2016-05-25,93,14,77,6
2016-05-26,52,13,53,13
2016-05-27,67,9,60,9
2016-05-31,78,11,75,3
2016-06-01,69,13,70,6
2016-06-02,80,12,89,4
2016-06-03,54,14,120,4
2016-06-06,89,14,117,4
2016-06-07,79,12,142,3
2016-06-08,96,14,201,2
2016-06-09,81,15,158,4
2016-06-10,30,25,99,19
2016-06-13,37,34,80,30
2016-06-14,18,55,21,40
2016-06-15,35,25,49,10
2016-06-16,28,40,55,38
2016-06-17,32,32,50,12
2016-06-20,61,27,99,6
2016-06-21,43,40,59,12
2016-06-22,56,31,60,13
2016-06-23,82,18,122,4
2016-06-24,28,86,78,48
2016-06-27,12,142,66,124
2016-06-28,24,36,82,26
2016-06-29,42,25,143,10
2016-06-30,79,16,220,19
2016-07-01,98,6,243,6
2016-07-05,76,15,155,25
2016-07-06,60,40,157,42
2016-07-07,60,18,61,19
2016-07-08,116,7,155,8
2016-07-11,150,9,227,4
2016-07-12,162,6,214,1
2016-07-13,120,9,156,2
2016-07-14,122,16,163,1
2016-07-15,73,10,97,4
2016-07-18,89,11,95,4
2016-07-19,55,17,81,2
2016-07-20,94,13,128,2
2016-07-21,74,13,104,3
2016-07-22,91,9,130,5
2016-07-25,89,12,107,7
2016-07-26,119,16,133,4
2016-07-27,129,13,126,7
2016-07-28,106,16,134,12
2016-07-29,101,19,181,13
2016-08-01,95,12,140,12
2016-08-02,54,24,71,19
2016-08-03,59,23,46,17
2016-08-04,75,20,80,6
2016-08-05,107,13,135,4
2016-08-08,97,11,116,3
2016-08-09,110,16,115,5
2016-08-10,83,29,104,8
2016-08-11,91,22,128,6
2016-08-12,74,19,89,11
2016-08-15,126,9,138,5
2016-08-16,68,12,62,7
2016-08-17,54,20,42,14
2016-08-18,75,24,87,10
2016-08-19,94,17,63,7
2016-08-22,86,18,49,9
2016-08-23,136,11,132,5
2016-08-24,96,17,53,8
2016-08-25,79,14,66,12
2016-08-26,123,12,115,11
2016-08-29,119,14,91,6
2016-08-30,135,14,99,6
2016-08-31,108,17,60,13
2016-09-01,104,23,64,17
2016-09-02,148,14,140,6
2016-09-06,173,17,157,4
2016-09-07,163,9,142,5
2016-09-08,115,15,108,5
2016-09-09,47,30,15,14
2016-09-12,35,36,18,23
2016-09-13,33,30,12,23
2016-09-14,43,33,11,18
2016-09-15,68,26,37,17
2016-09-16,78,28,32,15
2016-09-19,93,20,53,8
2016-09-20,65,20,25,18
2016-09-21,75,22,58,15
2016-09-22,152,8,114,15
2016-09-23,94,7,53,5
2016-09-26,55,20,33,9
2016-09-27,81,23,49,18
2016-09-28,102,25,77,11
2016-09-29,87,28,71,20
2016-09-30,95,27,78,16
2016-10-03,75,19,50,10
2016-10-04,78,17,53,20
2016-10-05,106,12,94,12
2016-10-06,74,14,81,20
2016-10-07,57,24,49,15
2016-10-10,128,17,112,7
2016-10-11,44,34,25,24
2016-10-12,34,35,23,23
2016-10-13,21,54,30,33
2016-10-14,29,45,47,16
2016-10-17,21,45,34,25
2016-10-18,38,35,58,13
2016-10-19,56,33,77,10
2016-10-20,58,42,58,17
2016-10-21,54,34,55,22
2016-10-24,99,28,89,11
2016-10-25,67,61,57,22
2016-10-26,51,53,31,36
2016-10-27,63,74,48,59
2016-10-28,49,80,42,57
2016-10-31,36,66,32,49
2016-11-01,39,87,29,63
2016-11-02,22,95,16,71
2016-11-03,32,137,13,75
2016-11-04,40,104,17,55
2016-11-07,65,45,58,21
2016-11-08,58,48,78,44
2016-11-09,194,67,169,54
2016-11-10,319,27,245,30
2016-11-11,336,27,198,26
2016-11-14,397,25,298,96
2016-11-15,169,16,136,10
2016-11-16,193,20,97,11
2016-11-17,250,20,154,10
2016-11-18,250,18,137,21
2016-11-21,252,15,185,12
2016-11-22,311,11,236,14
2016-11-23,312,17,238,22
2016-11-25,269,3,188,4
2016-11-28,200,8,122,6
2016-11-29,199,14,132,7
2016-11-30,195,21,194,14
2016-12-01,195,36,209,30
2016-12-02,113,31,87,22
2016-12-05,217,16,213,9
2016-12-06,294,16,247,8
2016-12-07,349,23,380,7
2016-12-08,468,18,441,8
2016-12-09,363,13,313,3
2016-12-12,228,16,234,3
2016-12-13,191,26,151,2
2016-12-14,112,32,83,8
2016-12-15,158,33,90,11
2016-12-16,166,20,98,10
2016-12-19,151,23,89,8
2016-12-20,226,17,166,9
2016-12-21,183,28,115,7
2016-12-22,134,27,67,11
2016-12-23,91,13,56,11
2016-12-27,186,14,107,10
2016-12-28,124,24,65,13
2016-12-29,96,24,38,10
2016-12-30,62,28,38,8
2017-01-03,129,17,115,6
2017-01-04,165,13,163,3
2017-01-05,97,10,112,3
2017-01-06,77,8,72,4
2017-01-09,65,13,39,8
2017-01-10,91,14,67,7
2017-01-11,108,16,101,12
2017-01-12,65,18,71,12
2017-01-13,121,11,108,7
2017-01-17,64,18,69,9
2017-01-18,77,24,62,12
2017-01-19,76,20,69,14
2017-01-20,78,22,71,12
2017-01-23,92,32,59,11
2017-01-24,133,27,175,7
2017-01-25,207,13,261,5
2017-01-26,155,19,205,6
2017-01-27,114,24,98,13
2017-01-30,52,31,26,19
2017-01-31,80,32,53,13
2017-02-01,133,16,104,8
2017-02-02,84,13,80,15
2017-02-03,144,23,123,12
2017-02-06,111,15,78,9
2017-02-07,105,24,96,15
2017-02-08,96,30,46,20
2017-02-09,147,15,109,6
2017-02-10,148,11,159,3
2017-02-13,195,14,204,2
2017-02-14,127,10,148,2
2017-02-15,159,10,199,5
2017-02-16,157,14,169,5
2017-02-17,131,13,110,5
2017-02-21,211,18,231,4
2017-02-22,138,20,166,8
2017-02-23,139,26,165,10
2017-02-24,95,37,92,13
2017-02-27,124,17,139,8
2017-02-28,99,32,95,7
2017-03-01,216,25,255,19
2017-03-02,125,22,89,17
2017-03-03,60,21,37,21
2017-03-06,60,29,31,38
2017-03-07,59,40,37,34
2017-03-08,75,28,33,35
2017-03-09,64,33,34,46
2017-03-10,84,18,65,32
2017-03-13,101,30,76,25
2017-03-14,53,32,47,37
2017-03-15,107,16,135,10
2017-03-16,122,18,143,5
2017-03-17,136,17,121,5
2017-03-20,98,27,87,16
2017-03-21,89,43,75,36
2017-03-22,26,53,28,52
2017-03-23,56,23,46,20
2017-03-24,67,23,53,13
2017-03-27,58,33,38,26
2017-03-28,88,11,62,13
2017-03-29,87,6,58,4
2017-03-30,85,13,61,7
2017-03-31,99,10,66,5
2017-04-03,89,18,66,15
2017-04-04,44,25,43,26
2017-04-05,65,35,75,28
2017-04-06,31,37,47,16
2017-04-07,54,24,54,9
2017-04-10,63,22,57,7
2017-04-11,62,23,73,4
2017-04-12,58,27,67,9
2017-04-13,39,27,40,17
2017-04-17,33,33,60,16
2017-04-18,43,36,83,15
2017-04-19,79,21,76,17
2017-04-20,110,21,102,15
2017-04-21,91,24,88,13
2017-04-24,183,20,184,11
2017-04-25,217,23,220,8
2017-04-26,207,10,225,11
2017-04-27,194,19,204,20
2017-04-28,115,23,109,26
2017-05-01,135,20,95,35
2017-05-02,148,19,123,29
2017-05-03,84,33,75,41
2017-05-04,111,41,103,70
2017-05-05,116,35,136,24
2017-05-08,125,31,111,27
2017-05-09,119,31,106,27
2017-05-10,131,34,82,18
2017-05-11,97,36,60,34
2017-05-12,85,43,60,36
2017-05-15,130,31,100,37
2017-05-16,142,37,122,56
2017-05-17,30,57,29,71
2017-05-18,46,66,24,66
2017-05-19,71,47,66,32
2017-05-22,96,36,110,17
2017-05-23,83,40,102,25
2017-05-24,86,42,84,30
2017-05-25,127,36,157,36
2017-05-26,88,36,104,34
2017-05-30,92,52,87,50
2017-05-31,95,63,130,77
2017-06-01,143,21,197,21
2017-06-02,207,19,263,22
2017-06-05,139,32,110,29
2017-06-06,96,47,85,36
2017-06-07,92,39,78,51
2017-06-08,139,32,110,42
2017-06-09,188,20,159,26
2017-06-12,85,22,96,8
2017-06-13,87,17,98,9
2017-06-14,75,27,120,19
2017-06-15,49,33,69,48
2017-06-16,58,38,109,53
2017-06-19,96,24,168,26
2017-06-20,64,28,93,67
2017-06-21,66,27,66,89
2017-06-22,81,21,64,55
2017-06-23,97,19,76,29
2017-06-26,122,14,100,9
2017-06-27,57,20,47,10
2017-06-28,69,18,83,13
2017-06-29,58,17,61,22
2017-06-30,58,18,46,13
2017-07-03,60,12,76,5
2017-07-05,58,17,59,20
